Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
W_S21,2007,Single year,630,580.8052944,679.1947056,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2008,Single year,650,600.030527,699.969473,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2009,Single year,669,618.3054643,719.6945357,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2010,Single year,697,645.255466,748.744534,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2011,Single year,660,609.6476135,710.3523865,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2012,Single year,717,664.5183273,769.4816727,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2013,Single year,667,616.3812976,717.6187024,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2014,Single year,710,657.7751423,762.2248577,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2015,Single year,718,665.4817419,770.5182581,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2016,Single year,786,731.0510543,840.9489457,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2017,Single year,853,795.756971,910.243029,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2018,Single year,901,842.1684235,959.8315765,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S21,2019,Single year,977,915.7374073,1038.262593,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2000,Single year,15.49864605,14.25532025,16.74197184,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2001,Single year,16.46648141,15.18682277,17.74614005,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2002,Single year,14.77764662,13.57682451,15.97846872,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2003,Single year,15.79064975,14.56343792,17.01786158,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2004,Single year,15.25634533,14.06014711,16.45254355,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2005,Single year,15.02429662,13.84499029,16.20360294,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2006,Single year,15.57485818,14.38184984,16.76786652,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2007,Single year,14.90480827,13.73883583,16.07078071,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2008,Single year,15.15373857,13.98558944,16.3218877,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2009,Single year,15.52542888,14.34429268,16.70656508,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2010,Single year,16.03459271,14.83861697,17.23056846,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2011,Single year,14.99233649,13.84202492,16.14264806,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2012,Single year,16.41758379,15.20826483,17.62690276,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2013,Single year,15.00846376,13.85982208,16.15710544,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2014,Single year,15.7236859,14.55532178,16.89205002,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2015,Single year,15.50755215,14.36114898,16.65395532,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2016,Single year,16.49566874,15.32890742,17.66243006,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2017,Single year,17.60160245,16.4063703,18.7968346,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2018,Single year,18.21096801,17.0065074,19.41542862,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_S22,2019,Single year,19.57245699,18.32928098,20.81563299,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Serious
W_F21A,2000,Single year,4114,3988.286987,4239.713013,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2001,Single year,4198,4071.010063,4324.989937,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2002,Single year,4216,4088.738103,4343.261897,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2003,Single year,4366,4236.49398,4495.50602,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2004,Single year,4248,4120.256049,4375.743951,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2005,Single year,4254,4126.165866,4381.834134,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2006,Single year,4348,4218.761217,4477.238783,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2007,Single year,4319,4190.192932,4447.807068,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2008,Single year,4546,4413.851327,4678.148673,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2009,Single year,4838,4701.673268,4974.326732,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2010,Single year,5202,5060.63781,5343.36219,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2011,Single year,5269,5126.730374,5411.269626,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2012,Single year,5470,5325.042145,5614.957855,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2013,Single year,5671,5523.402869,5818.597131,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2014,Single year,5963,5811.650672,6114.349328,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2015,Single year,6100,5946.921919,6253.078081,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2016,Single year,6530,6371.618416,6688.381584,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2017,Single year,6894,6731.263965,7056.736035,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2018,Single year,7323,7155.277005,7490.722995,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F21A,2019,Single year,7932,7757.442126,8106.557874,Injuries,Number,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2000,Single year,109.9940457,106.62987,113.3582213,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2001,Single year,109.1728425,105.8690958,112.4765893,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2002,Single year,107.0004705,103.7703017,110.2306394,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2003,Single year,108.3993346,105.1839506,111.6147186,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2004,Single year,103.2573731,100.1519573,106.3627888,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2005,Single year,100.6132992,97.58879993,103.6377984,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2006,Single year,99.74963051,96.78207781,102.7171832,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2007,Single year,96.4454753,93.5645174,99.3264332,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2008,Single year,99.24083705,96.34875828,102.1329158,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2009,Single year,102.9327066,100.0219349,105.8434783,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2010,Single year,107.7297585,104.7877868,110.6717303,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2011,Single year,106.5265134,103.6327211,109.4203058,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2012,Single year,108.4663201,105.5707312,111.361909,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2013,Single year,110.1676877,107.2749552,113.0604202,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2014,Single year,112.5039288,109.621239,115.3866187,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2015,Single year,111.9926039,109.1538041,114.8314037,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2016,Single year,116.5416389,113.684309,119.3989687,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2017,Single year,120.0027477,117.1395452,122.8659502,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2018,Single year,124.7107439,121.8236449,127.5978428,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2019,Single year,131.7958971,128.8629778,134.7288165,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_M21,2000,Single year,2142,2051.289445,2232.710555,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2001,Single year,2058,1969.085871,2146.914129,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2002,Single year,1894,1808.702151,1979.297849,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2003,Single year,2089,1999.41871,2178.58129,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2004,Single year,1917,1831.185802,2002.814198,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2005,Single year,2052,1963.215579,2140.784421,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2006,Single year,2039,1950.497263,2127.502737,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2007,Single year,2088,1998.440154,2177.559846,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2008,Single year,1949,1862.472529,2035.527471,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2009,Single year,1924,1838.029268,2009.970732,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2010,Single year,1893,1807.724672,1978.275328,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2011,Single year,1752,1669.961985,1834.038015,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2012,Single year,1739,1657.266917,1820.733083,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2013,Single year,1765,1682.658183,1847.341817,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2014,Single year,1789,1706.100242,1871.899758,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2015,Single year,1995,1907.45738,2082.54262,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2016,Single year,2175,2083.593365,2266.406635,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2017,Single year,2392,2296.14193,2487.85807,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2018,Single year,2639,2538.314302,2739.685698,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2019,Single year,2649,2548.123717,2749.876283,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2000,Single year,55.766523,53.40138015,58.13166585,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2001,Single year,53.22276416,50.92186671,55.52366161,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2002,Single year,48.10242221,45.93570352,50.2691409,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2003,Single year,51.86582913,49.64169899,54.08995928,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2004,Single year,46.78551904,44.69098363,48.88005445,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2005,Single year,49.43679987,47.29704879,51.57655095,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2006,Single year,48.43477821,46.33052376,50.53903265,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2007,Single year,49.16698067,47.0545654,51.27939593,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2008,Single year,45.51785569,43.49177515,47.54393623,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2009,Single year,44.41963199,42.42757126,46.41169271,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2010,Single year,42.90902789,40.96716302,44.85089276,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2011,Single year,39.39022241,37.53552892,41.2449159,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2012,Single year,38.74758926,36.91350814,40.58167039,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2013,Single year,38.79046065,36.96470792,40.61621337,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2014,Single year,38.66164171,36.85245224,40.47083118,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2015,Single year,42.29410015,40.41843937,44.16976093,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2016,Single year,45.02916964,43.11352313,46.94481615,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2017,Single year,48.17052341,46.2153858,50.12566102,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2018,Single year,52.11217531,50.09639795,54.12795266,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2019,Single year,51.69703804,49.69933527,53.69474082,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_F21B,2000,Single year,1293,1222.523009,1363.476991,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2001,Single year,1314,1242.952995,1385.047005,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2002,Single year,1301,1230.305319,1371.694681,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2003,Single year,1361,1288.693531,1433.306469,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2004,Single year,1339,1267.280314,1410.719686,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2005,Single year,1336,1264.360702,1407.639298,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2006,Single year,1326,1254.629317,1397.370683,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2007,Single year,1343,1271.17327,1414.82673,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2008,Single year,1431,1356.857384,1505.142616,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2009,Single year,1504,1427.989777,1580.010223,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2010,Single year,1668,1587.952806,1748.047194,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2011,Single year,1674,1593.808965,1754.191035,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2012,Single year,1791,1708.053917,1873.946083,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2013,Single year,1905,1819.454813,1990.545187,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2014,Single year,1890,1804.79227,1975.20773,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2015,Single year,1946,1859.539148,2032.460852,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2016,Single year,2143,2052.268273,2233.731727,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2017,Single year,2141,2050.310622,2231.689378,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2018,Single year,2350,2254.987221,2445.012779,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2019,Single year,2666,2564.800547,2767.199453,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2000,Single year,35.37332052,33.44253951,37.30410153,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2001,Single year,35.63743059,33.70908179,37.56577939,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2002,Single year,34.7162301,32.82944469,36.60301551,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2003,Single year,35.73557252,33.83703243,37.63411261,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2004,Single year,34.59761583,32.74422184,36.45100982,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2005,Single year,33.98555479,32.16209328,35.80901629,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2006,Single year,33.11349154,31.32869119,34.89829188,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2007,Single year,32.86978337,31.10790358,34.63166317,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2008,Single year,34.4959898,32.70340954,36.28857006,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2009,Single year,35.20989485,33.42302604,36.99676366,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2010,Single year,38.35068593,36.50060805,40.20076381,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2011,Single year,37.38926395,35.58671419,39.19181372,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2012,Single year,39.44070378,37.59802194,41.28338563,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2013,Single year,41.24658562,39.37243169,43.12073955,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2014,Single year,39.61957209,37.81014318,41.42900101,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2015,Single year,39.85521488,38.05961504,41.65081471,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2016,Single year,42.54770193,40.7185889,44.37681495,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2017,Single year,41.46160107,39.67575149,43.24745064,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2018,Single year,44.43697923,42.60764796,46.2663105,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2019,Single year,49.10221085,47.19946621,51.0049555,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F21C,2000,Single year,2821,2716.900263,2925.099737,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2001,Single year,2884,2778.744277,2989.255723,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2002,Single year,2915,2809.180094,3020.819906,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2003,Single year,3005,2897.558929,3112.441071,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2004,Single year,2909,2803.289056,3014.710944,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2005,Single year,2918,2812.125655,3023.874345,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2006,Single year,3022,2914.255448,3129.744552,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2007,Single year,2976,2869.07862,3082.92138,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2008,Single year,3115,3005.610127,3224.389873,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2009,Single year,3334,3220.830111,3447.169889,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2010,Single year,3534,3417.485128,3650.514872,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2011,Single year,3595,3477.483854,3712.516146,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2012,Single year,3679,3560.118853,3797.881147,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2013,Single year,3766,3645.721432,3886.278568,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2014,Single year,4073,3947.914982,4198.085018,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2015,Single year,4154,4027.677318,4280.322682,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2016,Single year,4387,4257.182898,4516.817102,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2017,Single year,4753,4617.876154,4888.123846,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2018,Single year,4973,4834.784318,5111.215682,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2019,Single year,5266,5123.770881,5408.229119,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2000,Single year,1406.682782,1354.75519,1458.610374,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2001,Single year,1387.002028,1336.373664,1437.630392,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2002,Single year,1363.087974,1313.60307,1412.572877,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2003,Single year,1371.081809,1322.060012,1420.103605,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2004,Single year,1296.362019,1249.250001,1343.474036,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2005,Single year,1258.407538,1212.742844,1304.072232,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2006,Single year,1257.689743,1212.832747,1302.546739,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2007,Single year,1201.204019,1158.010726,1244.397312,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2008,Single year,1224.315861,1181.25322,1267.378503,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2009,Single year,1279.755995,1236.199167,1323.312823,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2010,Single year,1313.33399,1269.8662,1356.80178,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2011,Single year,1307.92857,1264.952803,1350.904338,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2012,Single year,1307.928521,1265.428463,1350.428578,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2013,Single year,1307.813738,1265.797686,1349.829791,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2014,Single year,1379.019689,1336.384553,1421.654825,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2015,Single year,1365.528263,1323.71914,1407.337385,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2016,Single year,1402.338639,1360.5419,1444.135379,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2017,Single year,1484.81688,1442.32525,1527.308509,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2018,Single year,1519.63268,1477.153533,1562.111828,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2019,Single year,1568.768955,1526.203643,1611.334267,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_W01,2002,Single year,357,319.967571,394.032429,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2003,Single year,403,363.6539976,442.3460024,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2004,Single year,368,330.4013718,405.5986282,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2005,Single year,362,324.709142,399.290858,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2006,Single year,392,353.1946929,430.8053071,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2007,Single year,407,367.4592142,446.5407858,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2008,Single year,397,357.9479943,436.0520057,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2009,Single year,372,334.1975837,409.8024163,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2010,Single year,387,348.44297,425.55703,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2011,Single year,421,380.7849013,461.2150987,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2012,Single year,423,382.6894917,463.3105083,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2013,Single year,434,393.1687237,474.8312763,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
